회원번호,조합원상태,주소,성별,연령,배송서비스신청여부,모바일알람여부,Gold_member,구매횟수,최근구매일자,총구매금액,연령대
395010624,정상회원,기타-기타,여,50.0,미신청,.,normal,4.0,2022-07-05,20868.0,50대
395094144,정상회원,분당구-분당동,여,59.0,신청,.,normal,65.0,2022-10-24,524742.0,50대
395255616,정상회원,수지구-성복동,여,68.0,미신청,.,normal,58.0,2022-10-19,832389.0,60대
395337280,정상회원,기타-기타,여,63.0,미신청,.,normal,1.0,2022-07-18,35417.0,60대
395444928,정상회원,분당구-수내동,여,48.0,미신청,.,normal,3.0,2022-03-27,96486.0,40대
395489472,정상회원,기타-기타,여,40.0,미신청,.,normal,9.0,2022-10-10,74184.0,40대
395548864,정상회원,수지구-풍덕천동,여,43.0,미신청,.,normal,5.0,2022-08-13,70259.0,40대
395619392,정상회원,수지구-풍덕천동,여,55.0,미신청,.,normal,17.0,2022-09-11,750126.0,50대
395849536,정상회원,분당구-분당동,여,53.0,미신청,.,normal,2.0,2022-01-08,51689.0,50대
395884800,정상회원,수지구-풍덕천동,여,49.0,미신청,.,normal,2.0,2022-03-16,77725.0,40대
395977600,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,13.0,2022-08-19,67100.0,40대
396194752,정상회원,수지구-풍덕천동,여,43.0,미신청,.,normal,29.0,2022-10-29,277109.0,40대
396348800,정상회원,수지구-풍덕천동,여,52.0,미신청,.,normal,18.0,2022-08-24,344648.0,50대
39640448,정상회원,수지구-신봉동,여,47.0,미신청,수신,normal,8.0,2022-09-20,51975.0,40대
396473152,정상회원,수지구-신봉동,여,82.0,미신청,.,normal,13.0,2022-08-22,135733.0,80대
39653440,정상회원,수지구-신봉동,여,78.0,미신청,.,normal,50.0,2022-10-29,418013.0,70대
396588224,정상회원,수지구-성복동,여,69.0,미신청,수신,normal,9.0,2022-10-22,68056.0,60대
396738560,정상회원,수정구-단대동,여,48.0,미신청,.,normal,5.0,2022-10-26,154971.0,40대
396788672,정상회원,수지구-신봉동,여,45.0,미신청,수신,VIP,141.0,2022-10-25,1497024.0,40대
396870336,정상회원,수지구-풍덕천동,여,45.0,미신청,수신,normal,5.0,2022-10-29,49966.0,40대
396996544,정상회원,수지구-성복동,여,54.0,미신청,.,normal,3.0,2022-03-29,11870.0,50대
397061504,정상회원,수지구-기타,여,63.0,미신청,.,normal,5.0,2022-10-09,153249.0,60대
397096768,정상회원,수지구-상현동,여,49.0,미신청,.,normal,4.0,2022-01-21,37522.0,40대
397304640,정상회원,수지구-성복동,여,60.0,미신청,.,normal,1.0,2022-01-25,9955.0,60대
397404864,정상회원,분당구-서현동,여,46.0,신청,.,normal,32.0,2022-08-24,327267.0,40대
397441984,정상회원,기흥구-보정동,여,72.0,미신청,.,normal,22.0,2022-07-09,290013.0,70대
397486528,정상회원,수지구-죽전동,여,44.0,미신청,.,normal,1.0,2022-09-20,6509.0,40대
397553344,정상회원,수지구-신봉동,여,62.0,미신청,.,VIP,239.0,2022-10-29,3627416.0,60대
397616448,정상회원,수지구-풍덕천동,여,55.0,미신청,수신,VIP,301.0,2022-10-29,3483724.0,50대
397685120,정상회원,수지구-상현동,여,54.0,미신청,.,normal,5.0,2022-10-28,42594.0,50대
397924544,정상회원,수지구-기타,여,49.0,미신청,.,normal,24.0,2022-10-26,356370.0,40대
397982080,정상회원,수원 영통구-기타,여,53.0,미신청,.,normal,9.0,2022-08-13,18283.0,50대
39820480,정상회원,수지구-성복동,여,69.0,미신청,수신,normal,46.0,2022-10-12,291296.0,60대
398408960,정상회원,수지구-풍덕천동,여,47.0,미신청,.,normal,1.0,2022-04-30,7275.0,40대
398551872,정상회원,수지구-성복동,여,71.0,신청,.,normal,85.0,2022-10-22,1361358.0,70대
398657664,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,1.0,2022-08-26,4595.0,40대
398833984,정상회원,수원 영통구-기타,여,61.0,미신청,.,normal,5.0,2022-01-17,45467.0,60대
398967616,정상회원,수원 영통구-기타,여,49.0,미신청,.,normal,2.0,2022-01-12,21058.0,40대
398986176,정상회원,분당구-수내동,여,67.0,미신청,.,normal,33.0,2022-10-24,452569.0,60대
399231168,정상회원,수지구-풍덕천동,여,48.0,신청,.,normal,45.0,2022-10-27,529046.0,40대
39955968,정상회원,기타-중앙동,여,73.0,미신청,.,normal,1.0,2022-08-30,20676.0,70대
399615360,정상회원,수지구-상현동,여,55.0,미신청,.,normal,1.0,2022-03-29,91892.0,50대
399804672,정상회원,수지구-풍덕천동,여,76.0,신청,.,normal,35.0,2022-10-17,471712.0,70대
399860352,정상회원,수지구-상현동,여,45.0,미신청,.,normal,19.0,2022-09-07,238918.0,40대
399893760,정상회원,기타-기타,남,51.0,미신청,.,normal,10.0,2022-02-27,-104526.0,50대
400133184,정상회원,처인구-역북동,여,64.0,미신청,.,normal,6.0,2022-08-22,24025.0,60대
400161024,정상회원,수지구-성복동,여,49.0,미신청,.,normal,32.0,2022-09-19,360850.0,40대
400359616,정상회원,수정구-위례(창곡)동,여,48.0,미신청,.,normal,9.0,2022-05-18,69588.0,40대
400959104,정상회원,수지구-상현동,여,45.0,미신청,.,normal,9.0,2022-08-22,190483.0,40대
40124864,정상회원,기타-기타,여,56.0,미신청,.,normal,4.0,2022-09-26,70833.0,50대
401272768,정상회원,수지구-동천동,여,49.0,미신청,.,normal,23.0,2022-09-12,293959.0,40대
401462080,정상회원,분당구-정자동,여,60.0,미신청,.,normal,32.0,2022-09-19,167988.0,60대
401523328,정상회원,수지구-풍덕천동,여,48.0,신청,.,normal,89.0,2022-10-29,545315.0,40대
401528896,정상회원,분당구-구미동,여,41.0,미신청,수신,normal,1.0,2022-08-20,2297.0,40대
401558592,정상회원,수지구-동천동,여,42.0,미신청,.,normal,4.0,2022-03-07,37331.0,40대
401603136,정상회원,수지구-상현동,여,46.0,미신청,.,normal,3.0,2022-10-21,42117.0,40대
401707072,정상회원,수원 영통구-기타,여,50.0,미신청,.,normal,34.0,2022-10-15,221876.0,50대
401781312,정상회원,수지구-상현동,여,44.0,미신청,수신,normal,77.0,2022-10-21,713316.0,40대
401801728,정상회원,수지구-상현동,여,68.0,신청,.,normal,44.0,2022-10-17,650899.0,60대
402139520,정상회원,기흥구-보정동,여,50.0,미신청,.,normal,19.0,2022-07-27,278548.0,50대
402215616,정상회원,수지구-동천동,여,48.0,미신청,수신,normal,133.0,2022-10-27,1417624.0,40대
402490304,정상회원,수원 영통구-기타,여,53.0,미신청,.,normal,1.0,2022-04-29,13401.0,50대
402492160,정상회원,수지구-상현동,여,50.0,미신청,.,normal,9.0,2022-06-04,49678.0,50대
402720448,정상회원,수지구-죽전동,여,44.0,미신청,.,normal,4.0,2022-06-22,142241.0,40대
402835520,정상회원,수지구-동천동,남,50.0,미신청,수신,VIP,133.0,2022-10-27,1126250.0,50대
402915328,정상회원,수지구-신봉동,여,45.0,신청,.,normal,57.0,2022-10-15,610795.0,40대
402941312,정상회원,기타-기타,여,43.0,미신청,.,normal,2.0,2022-03-04,24887.0,40대
403067520,정상회원,수지구-신봉동,여,70.0,미신청,.,normal,20.0,2022-09-21,187708.0,70대
403190016,정상회원,수지구-성복동,여,65.0,신청,.,normal,38.0,2022-10-06,881729.0,60대
403275392,정상회원,수지구-풍덕천동,여,49.0,미신청,.,normal,23.0,2022-10-04,189107.0,40대
403279104,정상회원,수지구-동천동,여,48.0,미신청,.,normal,57.0,2022-10-29,485880.0,40대
403342208,정상회원,수지구-풍덕천동,여,48.0,미신청,수신,normal,123.0,2022-10-30,1159701.0,40대
403357056,정상회원,수지구-신봉동,여,57.0,미신청,.,normal,33.0,2022-10-30,387383.0,50대
403473984,정상회원,서울 강남구-기타,여,49.0,미신청,.,normal,2.0,2022-07-02,38441.0,40대
403620608,정상회원,수원 팔달구-기타,여,57.0,미신청,.,normal,6.0,2022-07-27,54177.0,50대
403769088,정상회원,수지구-성복동,여,43.0,미신청,.,normal,79.0,2022-10-18,558012.0,40대
403991808,정상회원,기흥구-보정동,여,53.0,미신청,.,normal,18.0,2022-09-20,120227.0,50대
404047488,정상회원,수지구-성복동,여,56.0,미신청,.,normal,2.0,2022-03-09,58198.0,50대
404075328,정상회원,기흥구-상갈동,여,48.0,미신청,.,normal,20.0,2022-10-29,168832.0,40대
404077184,정상회원,수지구-성복동,여,52.0,미신청,수신,normal,4.0,2022-09-21,53605.0,50대
404238656,정상회원,수지구-신봉동,여,43.0,미신청,.,normal,1.0,2022-01-01,9955.0,40대
404463232,정상회원,기타-기타,여,55.0,미신청,.,normal,17.0,2022-09-10,143964.0,50대
404999616,정상회원,수지구-풍덕천동,여,46.0,미신청,.,normal,53.0,2022-10-25,268013.0,40대
405090560,정상회원,수지구-상현동,여,42.0,미신청,.,normal,10.0,2022-10-05,86627.0,40대
405129536,정상회원,수지구-동천동,여,47.0,미신청,.,normal,2.0,2022-03-27,83277.0,40대
405231616,정상회원,서울 송파구-기타,여,50.0,미신청,.,normal,4.0,2022-09-21,42117.0,50대
405599104,정상회원,기타-기타,여,48.0,미신청,.,normal,5.0,2022-07-01,19622.0,40대
405853376,정상회원,수지구-풍덕천동,여,59.0,미신청,.,normal,1.0,2022-04-27,27759.0,50대
405890496,정상회원,기흥구-보정동,여,46.0,미신청,.,normal,1.0,2022-04-06,20293.0,40대
405964736,정상회원,수지구-동천동,여,48.0,미신청,.,normal,39.0,2022-10-22,324686.0,40대
406423168,정상회원,수지구-풍덕천동,여,53.0,미신청,.,normal,4.0,2022-08-25,51689.0,50대
406580928,정상회원,분당구-구미동,여,47.0,미신청,.,normal,1.0,2022-03-04,7083.0,40대
406592064,정상회원,수지구-상현동,여,50.0,미신청,수신,VIP,170.0,2022-10-28,1804969.0,50대
406632896,정상회원,수지구-풍덕천동,여,51.0,미신청,수신,VIP,314.0,2022-10-30,5042359.0,50대
406649600,정상회원,수지구-풍덕천동,여,50.0,미신청,.,normal,9.0,2022-08-01,57624.0,50대
406889024,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,2.0,2022-08-24,23165.0,40대
406931712,정상회원,수지구-신봉동,여,50.0,미신청,.,normal,28.0,2022-10-18,288501.0,50대
407043072,정상회원,수지구-성복동,여,58.0,미신청,수신,normal,185.0,2022-10-28,2578988.0,50대
407106176,정상회원,수지구-성복동,여,62.0,신청,.,normal,43.0,2022-10-17,582747.0,60대
407245376,정상회원,수지구-풍덕천동,여,52.0,미신청,수신,VIP,222.0,2022-10-26,2494878.0,50대
407369728,정상회원,기타-기타,여,64.0,미신청,.,normal,7.0,2022-05-23,47094.0,60대
407375296,정상회원,수지구-풍덕천동,여,53.0,미신청,.,normal,77.0,2022-10-21,810572.0,50대
407451392,정상회원,수지구-동천동,여,44.0,신청,.,normal,65.0,2022-10-22,837561.0,40대
407599872,정상회원,서울 강남구-기타,여,47.0,미신청,.,normal,4.0,2022-05-31,62601.0,40대
407603584,정상회원,수지구-성복동,여,56.0,미신청,.,normal,11.0,2022-08-08,156217.0,50대
407677824,정상회원,수지구-성복동,여,50.0,미신청,.,normal,11.0,2022-10-26,145591.0,50대
407750208,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,3.0,2022-08-27,15123.0,40대
407817024,정상회원,수지구-상현동,여,52.0,미신청,수신,normal,3.0,2022-06-01,66239.0,50대
407837440,정상회원,수지구-상현동,여,56.0,미신청,수신,normal,15.0,2022-10-23,158705.0,50대
407863424,정상회원,수지구-죽전동,여,55.0,미신청,.,normal,1.0,2022-03-01,37448.0,50대
407902400,정상회원,수지구-동천동,여,52.0,신청,.,normal,45.0,2022-10-24,316546.0,50대
408152960,정상회원,수지구-동천동,여,56.0,신청,.,normal,48.0,2022-10-09,493731.0,50대
408156672,정상회원,기흥구-구갈동,남,53.0,미신청,.,normal,10.0,2022-10-12,96104.0,50대
408201216,정상회원,기타-기타,여,56.0,미신청,.,normal,1.0,2022-01-26,43649.0,50대
408214208,정상회원,수지구-상현동,여,71.0,미신청,.,normal,7.0,2022-08-22,169043.0,70대
408242048,정상회원,기흥구-동백동,여,47.0,미신청,.,normal,14.0,2022-09-16,129207.0,40대
408299584,정상회원,기타-기타,여,62.0,미신청,.,normal,2.0,2022-02-10,36374.0,60대
408713472,정상회원,수지구-풍덕천동,여,54.0,미신청,.,normal,1.0,2022-08-15,1914.0,50대
408746880,정상회원,수지구-죽전동,여,50.0,미신청,.,normal,3.0,2022-07-21,22112.0,50대
408908352,정상회원,수지구-풍덕천동,여,46.0,미신청,.,normal,19.0,2022-07-22,234209.0,40대
408947328,정상회원,기타-기타,남,46.0,신청,.,normal,76.0,2022-10-20,881684.0,40대
408956608,정상회원,수지구-동천동,여,43.0,미신청,.,normal,40.0,2022-10-27,412651.0,40대
408960320,정상회원,서울 송파구-기타,여,42.0,미신청,.,normal,2.0,2022-05-27,21824.0,40대
409043840,정상회원,수지구-신봉동,여,46.0,미신청,.,normal,12.0,2022-05-15,110079.0,40대
409088384,정상회원,수지구-상현동,여,38.0,미신청,.,normal,21.0,2022-10-28,192111.0,30대
409149632,정상회원,광주-기타,여,50.0,미신청,수신,normal,27.0,2022-10-28,259688.0,50대
409231296,정상회원,서울 강남구-기타,여,59.0,미신청,수신,normal,1.0,2022-10-19,10529.0,50대
409248000,정상회원,수지구-동천동,여,48.0,신청,.,normal,79.0,2022-10-18,1110940.0,40대
409455872,정상회원,기타-기타,여,65.0,미신청,.,normal,11.0,2022-09-09,146165.0,60대
409457728,정상회원,기타-기타,여,60.0,미신청,.,normal,1.0,2022-07-13,2872.0,60대
409487424,정상회원,수지구-신봉동,여,43.0,미신청,.,normal,25.0,2022-10-14,254253.0,40대
409615488,탈퇴,수지구-성복동,여,76.0,미신청,.,normal,1.0,2022-09-05,6318.0,70대
409880896,정상회원,수지구-풍덕천동,여,54.0,미신청,.,normal,1.0,2022-08-02,51689.0,50대
410010816,정상회원,수지구-풍덕천동,여,58.0,미신청,.,normal,41.0,2022-10-30,244584.0,50대
410046080,정상회원,수지구-기타,여,61.0,미신청,.,normal,15.0,2022-08-17,184703.0,60대
410101760,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,20.0,2022-10-24,160718.0,40대
410528640,정상회원,수지구-신봉동,여,59.0,미신청,수신,VIP,326.0,2022-10-30,3254602.0,50대
410534208,정상회원,수지구-풍덕천동,여,52.0,미신청,.,normal,22.0,2022-10-05,194679.0,50대
410795904,정상회원,기흥구-상갈동,여,43.0,미신청,.,normal,1.0,2022-02-21,18761.0,40대
41104832,정상회원,수지구-성복동,여,52.0,미신청,수신,normal,85.0,2022-10-23,1395128.0,50대
411122560,정상회원,수지구-신봉동,여,50.0,미신청,.,normal,1.0,2022-08-15,16273.0,50대
411185664,정상회원,기흥구-상갈동,여,48.0,미신청,.,normal,20.0,2022-10-10,169424.0,40대
411207936,정상회원,수지구-풍덕천동,여,72.0,미신청,.,normal,40.0,2022-10-29,317122.0,70대
411965184,정상회원,수지구-동천동,여,44.0,신청,.,normal,35.0,2022-10-22,290870.0,40대
412054272,정상회원,수지구-상현동,여,47.0,신청,.,normal,62.0,2022-10-29,677508.0,40대
412174912,정상회원,분당구-율동,여,63.0,미신청,.,VIP,73.0,2022-10-28,539293.0,60대
412507136,정상회원,수지구-풍덕천동,여,77.0,미신청,.,normal,2.0,2022-01-27,20867.0,70대
412598080,정상회원,수지구-풍덕천동,여,39.0,신청,.,normal,49.0,2022-10-25,416385.0,30대
412612928,정상회원,수지구-상현동,여,80.0,미신청,.,normal,138.0,2022-10-28,2361527.0,80대
412915456,정상회원,수지구-풍덕천동,여,65.0,미신청,.,normal,21.0,2022-10-21,149228.0,60대
413021248,정상회원,수원 영통구-기타,여,55.0,미신청,.,normal,1.0,2022-06-08,8806.0,50대
413028672,정상회원,수지구-풍덕천동,여,49.0,미신청,.,normal,2.0,2022-04-15,24313.0,40대
413037952,정상회원,수지구-풍덕천동,여,44.0,미신청,수신,normal,159.0,2022-10-23,1658627.0,40대
41307136,정상회원,광주-기타,여,53.0,미신청,.,normal,1.0,2022-10-06,3255.0,50대
413164160,정상회원,수지구-풍덕천동,여,46.0,미신청,.,normal,6.0,2022-10-12,58965.0,40대
413179008,정상회원,수지구-신봉동,여,65.0,미신청,.,normal,5.0,2022-08-31,74469.0,60대
413327488,정상회원,수원 장안구-기타,여,46.0,미신청,.,normal,4.0,2022-06-26,29674.0,40대
413494528,정상회원,기타-기타,여,73.0,미신청,.,normal,1.0,2022-07-06,2297.0,70대
413771072,정상회원,수지구-상현동,여,51.0,미신청,.,normal,22.0,2022-06-15,244763.0,50대
41396224,정상회원,분당구-정자동,여,62.0,미신청,.,normal,1.0,2022-01-25,7083.0,60대
414095872,정상회원,수지구-동천동,여,43.0,미신청,.,normal,8.0,2022-10-30,88445.0,40대
41412928,정상회원,기타-기타,여,44.0,미신청,.,normal,1.0,2022-01-14,9189.0,40대
414236928,정상회원,수지구-상현동,여,56.0,신청,.,normal,71.0,2022-10-25,938886.0,50대
414442944,정상회원,수지구-풍덕천동,남,50.0,신청,.,normal,48.0,2022-10-22,406142.0,50대
415053568,정상회원,기타-기타,여,41.0,미신청,.,normal,1.0,2022-08-06,13209.0,40대
415064704,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,9.0,2022-06-05,63617.0,40대
415272576,정상회원,서울 강남구-기타,여,42.0,미신청,.,normal,6.0,2022-10-02,158704.0,40대
415343104,정상회원,수지구-상현동,여,49.0,미신청,.,normal,2.0,2022-08-22,41734.0,40대
415630784,정상회원,기타-기타,여,64.0,미신청,.,normal,2.0,2022-05-16,13783.0,60대
415634496,정상회원,수지구-신봉동,여,43.0,미신청,.,normal,180.0,2022-10-28,1007616.0,40대
415641920,정상회원,수지구-풍덕천동,여,50.0,신청,.,normal,30.0,2022-09-30,540783.0,50대
41600384,정상회원,수지구-성복동,여,66.0,신청,.,normal,41.0,2022-10-25,594167.0,60대
416074368,정상회원,수지구-풍덕천동,여,68.0,미신청,.,normal,29.0,2022-10-25,335328.0,60대
416076224,정상회원,수지구-풍덕천동,여,45.0,신청,.,normal,27.0,2022-10-20,635142.0,40대
416506816,정상회원,수지구-동천동,여,50.0,미신청,.,normal,3.0,2022-09-09,100890.0,50대
416556928,정상회원,수지구-성복동,여,44.0,미신청,.,normal,79.0,2022-10-29,839493.0,40대
416894720,정상회원,수지구-풍덕천동,여,63.0,신청,.,normal,73.0,2022-10-28,726043.0,60대
416935552,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,9.0,2022-09-13,26323.0,40대
417084032,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,23.0,2022-10-16,314523.0,40대
417334592,정상회원,수지구-성복동,여,62.0,미신청,.,normal,5.0,2022-05-16,177274.0,60대
417356864,정상회원,기타-기타,여,53.0,미신청,.,normal,2.0,2022-07-12,6126.0,50대
41739584,정상회원,기타-기타,여,59.0,미신청,.,normal,1.0,2022-05-24,8423.0,50대
417442240,정상회원,수지구-풍덕천동,여,45.0,신청,.,normal,55.0,2022-10-22,917797.0,40대
41754432,정상회원,분당구-정자동,여,71.0,미신청,.,normal,99.0,2022-10-22,1730244.0,70대
417846848,정상회원,기타-기타,여,60.0,미신청,.,normal,1.0,2022-05-31,4212.0,60대
418210624,정상회원,수지구-신봉동,여,48.0,미신청,.,normal,11.0,2022-09-20,101425.0,40대
41837952,정상회원,분당구-야탑동,여,65.0,미신청,.,normal,2.0,2022-05-15,0.0,60대
418386944,정상회원,수지구-풍덕천동,여,49.0,미신청,.,normal,20.0,2022-09-13,104430.0,40대
418463040,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,20.0,2022-08-09,248970.0,40대
418481600,정상회원,수지구-상현동,여,59.0,미신청,.,normal,36.0,2022-10-23,470073.0,50대
418552128,정상회원,서울 강남구-기타,여,62.0,미신청,.,normal,5.0,2022-02-06,50446.0,60대
418615232,정상회원,수지구-풍덕천동,여,46.0,미신청,.,normal,1.0,2022-05-31,4977.0,40대
418687616,정상회원,분당구-분당동,여,59.0,미신청,.,normal,8.0,2022-07-09,117163.0,50대
418693184,정상회원,수지구-풍덕천동,여,43.0,미신청,.,normal,59.0,2022-10-25,723552.0,40대
418754432,정상회원,기흥구-보정동,여,47.0,미신청,.,normal,5.0,2022-06-03,102805.0,40대
418984576,정상회원,분당구-정자동,여,50.0,미신청,.,normal,4.0,2022-09-01,76289.0,50대
419118208,정상회원,기타-기타,여,64.0,미신청,.,normal,4.0,2022-03-14,35225.0,60대
419353920,정상회원,수지구-동천동,여,42.0,미신청,.,normal,2.0,2022-07-08,16464.0,40대
419452288,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,1.0,2022-04-25,12444.0,40대
419457856,정상회원,수지구-풍덕천동,여,41.0,미신청,.,normal,14.0,2022-09-26,107972.0,40대
419483840,정상회원,수지구-동천동,여,47.0,미신청,.,normal,47.0,2022-10-29,335712.0,40대
419628608,정상회원,수지구-동천동,여,62.0,미신청,.,normal,113.0,2022-10-30,668615.0,60대
42058816,정상회원,수지구-성복동,여,56.0,미신청,.,normal,33.0,2022-10-04,418527.0,50대
42097792,정상회원,기타-기타,여,53.0,미신청,.,normal,5.0,2022-06-22,115464.0,50대
421299008,정상회원,서울 강남구-기타,여,71.0,미신청,.,normal,3.0,2022-09-14,60113.0,70대
42140480,정상회원,수지구-상현동,여,47.0,미신청,.,normal,17.0,2022-09-17,178326.0,40대
421753728,정상회원,기타-기타,여,52.0,미신청,.,normal,3.0,2022-01-25,31970.0,50대
421956032,정상회원,수지구-성복동,여,63.0,미신청,.,normal,11.0,2022-07-20,148559.0,60대
422208448,정상회원,수지구-성복동,여,52.0,미신청,.,normal,1.0,2022-01-22,88063.0,50대
422355072,정상회원,서울 송파구-기타,여,72.0,신청,.,normal,57.0,2022-10-28,303051.0,70대
422390336,정상회원,수지구-풍덕천동,여,46.0,미신청,.,normal,4.0,2022-09-14,55134.0,40대
422468288,정상회원,수지구-신봉동,여,66.0,신청,.,normal,56.0,2022-10-13,395999.0,60대
422549952,정상회원,수지구-동천동,여,39.0,미신청,.,normal,1.0,2022-06-14,3542.0,30대
422614912,정상회원,처인구-삼가동,여,51.0,미신청,.,normal,3.0,2022-02-01,41734.0,50대
422663168,정상회원,기타-기타,여,62.0,미신청,.,normal,8.0,2022-10-11,182443.0,60대
422694720,정상회원,처인구-모현면,여,37.0,미신청,.,normal,17.0,2022-02-08,162533.0,30대
422750400,정상회원,수지구-신봉동,여,43.0,미신청,수신,normal,6.0,2022-06-20,79162.0,40대
422820928,정상회원,수지구-신봉동,여,62.0,미신청,.,normal,82.0,2022-10-20,807595.0,60대
422908160,정상회원,수지구-풍덕천동,여,46.0,신청,.,normal,34.0,2022-10-07,720932.0,40대
423032512,정상회원,수지구-상현동,여,54.0,미신청,.,normal,9.0,2022-10-25,51594.0,50대
423064064,정상회원,광주-기타,여,72.0,미신청,.,normal,47.0,2022-10-21,564945.0,70대
42307520,정상회원,기타-기타,여,53.0,미신청,.,normal,35.0,2022-10-30,350968.0,50대
423080768,정상회원,기타-기타,여,49.0,미신청,.,normal,1.0,2022-03-30,19144.0,40대
423084480,정상회원,기타-기타,여,78.0,미신청,.,normal,3.0,2022-06-26,39341.0,70대
423127168,정상회원,수지구-풍덕천동,여,73.0,미신청,.,normal,42.0,2022-10-14,208784.0,70대
423240384,정상회원,수지구-상현동,여,44.0,미신청,.,normal,11.0,2022-10-15,185507.0,40대
423325760,정상회원,수지구-상현동,여,56.0,미신청,.,normal,2.0,2022-10-05,38863.0,50대
423479808,정상회원,수지구-기타,여,65.0,미신청,.,normal,10.0,2022-10-24,125682.0,60대
423485376,정상회원,수지구-상현동,남,70.0,미신청,.,normal,105.0,2022-10-29,1217950.0,70대
423587456,정상회원,수원 장안구-기타,여,34.0,미신청,.,normal,17.0,2022-10-20,192208.0,30대
423685824,정상회원,수지구-풍덕천동,여,44.0,미신청,.,normal,20.0,2022-06-15,80118.0,40대
423878848,정상회원,수지구-풍덕천동,여,60.0,미신청,.,normal,86.0,2022-10-22,899739.0,60대
42402176,정상회원,기타-기타,여,48.0,미신청,.,normal,23.0,2022-09-21,82638.0,40대
424075584,정상회원,수지구-신봉동,여,43.0,미신청,.,normal,9.0,2022-10-11,89938.0,40대
424118272,정상회원,수지구-신봉동,여,54.0,미신청,.,normal,145.0,2022-10-23,1830005.0,50대
424326144,정상회원,기흥구-보정동,여,41.0,미신청,.,normal,123.0,2022-10-13,1749497.0,40대
424359552,정상회원,수지구-성복동,여,44.0,미신청,수신,normal,5.0,2022-09-30,41161.0,40대
424385536,정상회원,수지구-풍덕천동,여,51.0,미신청,.,normal,9.0,2022-07-09,104780.0,50대
424521024,정상회원,기흥구-신갈동,여,32.0,미신청,.,normal,3.0,2022-10-23,40393.0,30대
424643520,정상회원,수지구-동천동,여,50.0,미신청,.,normal,10.0,2022-10-29,42174.0,50대
424676928,정상회원,수지구-성복동,여,59.0,미신청,.,normal,196.0,2022-10-23,3667702.0,50대
42474560,정상회원,수지구-동천동,여,50.0,미신청,수신,normal,96.0,2022-10-21,1086960.0,50대
424829120,정상회원,기타-기타,여,53.0,미신청,.,normal,4.0,2022-05-15,24600.0,50대
424886656,정상회원,수지구-신봉동,여,81.0,미신청,.,normal,19.0,2022-09-10,215372.0,80대
425259712,정상회원,수지구-신봉동,여,70.0,신청,.,normal,61.0,2022-10-30,908102.0,70대
425263424,정상회원,분당구-수내동,여,48.0,미신청,.,normal,1.0,2022-02-28,5073.0,40대
425367360,정상회원,수지구-신봉동,여,54.0,미신청,.,normal,3.0,2022-10-01,16368.0,50대
425836928,정상회원,수지구-상현동,여,46.0,미신청,.,normal,5.0,2022-02-08,45372.0,40대
426026240,정상회원,서울 송파구-기타,여,43.0,미신청,.,normal,11.0,2022-10-13,90360.0,40대
426039232,정상회원,수원 영통구-기타,여,57.0,미신청,수신,normal,3.0,2022-09-27,31779.0,50대
426506944,정상회원,수지구-풍덕천동,여,70.0,미신청,.,normal,26.0,2022-10-21,266506.0,70대
426523648,정상회원,수지구-풍덕천동,여,59.0,미신청,수신,normal,2.0,2022-06-01,16866.0,50대
427115712,정상회원,수지구-동천동,여,47.0,미신청,.,normal,9.0,2022-08-29,41639.0,40대
427253056,정상회원,수지구-풍덕천동,여,44.0,신청,.,normal,45.0,2022-10-10,642958.0,40대
427331008,정상회원,수지구-풍덕천동,여,51.0,미신청,.,normal,16.0,2022-10-18,158991.0,50대
427347712,정상회원,수지구-풍덕천동,여,64.0,미신청,.,normal,14.0,2022-10-01,176333.0,60대
427427520,정상회원,수지구-풍덕천동,여,55.0,미신청,.,normal,21.0,2022-10-13,200342.0,50대
427563008,정상회원,수지구-죽전동,여,49.0,미신청,.,normal,10.0,2022-04-30,130467.0,40대
427637248,정상회원,수지구-상현동,여,63.0,신청,.,normal,103.0,2022-10-26,978738.0,60대
427670656,정상회원,수지구-풍덕천동,여,54.0,미신청,.,normal,93.0,2022-10-23,739841.0,50대
428259008,정상회원,수지구-풍덕천동,여,51.0,미신청,.,normal,95.0,2022-10-13,825391.0,50대
428557824,정상회원,수지구-성복동,여,65.0,신청,.,normal,79.0,2022-10-08,1203975.0,60대
428806528,정상회원,수지구-풍덕천동,여,77.0,미신청,.,normal,2.0,2022-01-06,10913.0,70대
428845504,정상회원,수지구-풍덕천동,여,49.0,미신청,수신,normal,96.0,2022-10-19,1576740.0,40대
428875200,정상회원,수지구-풍덕천동,남,80.0,미신청,.,normal,6.0,2022-10-28,59729.0,80대
42955264,정상회원,기타-기타,여,67.0,미신청,.,normal,32.0,2022-10-24,306784.0,60대
429604608,정상회원,수지구-풍덕천동,여,43.0,신청,.,normal,63.0,2022-10-12,593862.0,40대
429712256,정상회원,수지구-신봉동,여,48.0,미신청,.,normal,12.0,2022-10-21,144059.0,40대
